#,id,gender,baseColour,season,year,usage,productDisplayName,category_id
4908,39576,Women,Black,Winter,2015,Casual,Catwalk Women Black Flats,65
4909,52847,Women,Red,Summer,2012,Casual,Adrika Red Earrings,143
4910,25129,Women,Gold,Winter,2015,Casual,Lino Perros Women Gems Gold Clutch,50
4911,5239,Men,White,Summer,2011,Sports,Reebok Men's Zigfuel White Shoe,26
4912,58541,Men,Black,Winter,2016,Casual,Miami Blues Men Sunglasses,113
4913,33870,Men,Black,Winter,2016,Casual,Citizen Men Black Dial Chronograph Watch AN3420-51L,70
4914,21589,Women,Black,Summer,2011,Sports,Nabaiji Women Solid Black Swimsuit,91
4915,25915,Women,Grey,Summer,2012,Casual,Femella Women Grey Leggings,161
4916,46649,Women,Green,Spring,2017,Casual,Rasasi Women Confidence Deo,154
4917,16139,Women,White,Fall,2011,Casual,Tokyo Talkies Women Printed White Top,49
4918,28636,Men,Black,Summer,2012,Casual,Nike Men The Overplay VI Black Shoes,26
4919,2820,Men,Black,Summer,2012,Formal,Lee Cooper Men Formal Leather Black Sandal,157
4920,34269,Women,Mauve,Summer,2012,Ethnic,Fabindia Women Mauve Silk Dupatta,6
4921,19171,Men,Grey,Fall,2011,Casual,United Colors of Benetton Men Printed Grey Sweatshirt,16
4922,12599,Unisex,Green,Fall,2011,Casual,Tantra Unisex Printed Green Tshirts,40
4923,8526,Women,Black,Summer,2011,Sports,Nike Women Nike Womens Downshifter 3 MSL Black Sports Shoes,26
4924,16905,Men,Green,Fall,2011,Casual,Status Quo Men Solid Green Sweatshirt,16
4925,49601,Women,Beige,Winter,2015,Casual,Catwalk Women Beige Flats,65
4926,32163,Women,Lavender,Summer,2017,Casual,Playboy Women Playmate Lavender Ankle Socks,75
4927,24006,Men,White,Summer,2012,Casual,Regent Polo Club Men White Striped Shirt,67
4928,40543,Women,Silver,Winter,2016,Casual,Titan Women Silver Dial Watch,70
4929,38459,Women,Silver,Fall,2012,Casual,Baggit Women Silver Clutch,50
4930,15741,Men,Grey,Fall,2011,Sports,Nike Men Lunarglide + Shield Grey Sports Shoes,26
4931,52086,Women,Red,Summer,2012,Casual,Myntra Women Red T-shirt,40
4932,21574,Men,Multi,Winter,2015,Casual,Lino Perros Men Pack of Five Striped Socks,75
4933,4316,Unisex,Black,Summer,2011,Casual,Tantra Kid's Unisex Play To Win Black Kidswear,40
4934,45031,Men,White,Winter,2016,Casual,Maxima Men White Watch,70
4935,37411,Women,Brown,Summer,2012,Casual,Murcia Women Basket Thatch Brown Handbag,119
4936,14693,Men,Black,Fall,2011,Casual,Basics Men Black Trousers,86
4937,17016,Women,White,Winter,2012,Casual,Rocia Women Casual White Sandal,83
4938,23223,Women,Rust,Fall,2011,Ethnic,Aneri Women Jwala Rust Kurta,87
4939,6441,Men,White,Summer,2011,Casual,Lotto Men's Calcetto White Red Shoe,3
4940,18862,Men,Navy Blue,Fall,2011,Casual,Puma Men Graffiti Navy Blue Polo Tshirt,40
4941,34294,Women,White,Summer,2012,Ethnic,Fabindia Women Printed Off White Dupatta,6
4942,7593,Men,White,Summer,2011,Sports,Nike Men Zoom Vapor 8 White Red Shoe,26
4943,51603,Women,Beige,Fall,2012,Casual,Kraus Jeans Women Beige Trousers,86
4944,30634,Men,Black,Summer,2012,Casual,Nike Men Black Shorts,47
4945,9409,Unisex,Brown,Winter,2016,Casual,Fastrack Unisex Brown Sunglasses,113
4946,27683,Women,White,Winter,2015,Casual,Murcia Women White Handbag,119
4947,42214,Women,White,Summer,2012,Casual,Sepia Women White Top,49
4948,6673,Men,White,Summer,2011,Sports,Nike Men's Air Pegasus 27 White Grey Shoe,26
4949,47554,Women,Red,Winter,2012,Casual,Portia Women Red Heels,65
4950,17224,Men,Blue,Winter,2016,Casual,United Colors of Benetton Men Funky Eyewear Blue Sunglasses,113
4951,51431,Men,Blue,Summer,2012,Formal,Myntra Men Blue Shirt,67
4952,46486,Men,Black,Winter,2016,Casual,Timex Men Black Dial Chronograph Watch,70
4953,35174,Unisex,Black,Summer,2015,Casual,Wildcraft Unisex Black Printed Laptop Backpack,64
4954,13684,Men,Black,Fall,2011,Casual,ADIDAS Men Dash Casual Shoes,3
4955,54143,Women,Black,Winter,2012,Casual,Rocia Women Black Sandals,65
4956,42026,Women,White,Summer,2012,Sports,ADIDAS Women White Bolt Sports Shoes,26
4957,3301,Women,White,Spring,2011,Sports,Asics Women Gel Cushioning White Pink Shoe,26
4958,26563,Men,Tan,Summer,2012,Casual,Lee Cooper Men Tan Shoes,3
4959,4918,Women,Pink,Summer,2011,Casual,Gini and Jony Girls Vollie Pink Top,49
4960,56614,Women,Peach,Spring,2017,NA,Streetwear True Color Peachy Sheen Blusher,117
4961,32351,Women,Steel,Winter,2016,Casual,Q&Q Women Steel Dial Watch,70
4962,40771,Men,Blue,Summer,2012,Casual,Quiksilver Men Blue Firsty Roundtails Cap,93
4963,33283,Boys,Black,Summer,2012,Casual,Gini and Jony Boys Black Jeans,18
4964,24234,Women,Brown,Fall,2011,Ethnic,La-Emotio Women Brown Kurta,87
4965,10001,Women,Blue,Summer,2011,Casual,Palm Tree Kids Girls Sp Jema Skt Blue Skirts,111
4966,4124,Unisex,Purple,Summer,2011,Sports,Kochi Tuskers Kids Replica Jersey,40
4967,45203,Men,Black,Winter,2016,Casual,CASIO ENTICER Men Black Dial Anaglogue Watch A658,70
4968,15573,Boys,White,Fall,2011,Casual,Chhota Bheem Kids Boys Main Hoon Bheem TShirt,40
4969,53366,Unisex,Blue,Summer,2012,Casual,Puma Unisex Blue Backpack,64
4970,37623,Boys,Blue,Summer,2012,Casual,Madagascar 3 Boys Blue Printed T-shirt,40
4971,49896,Girls,White,Winter,2016,Casual,Q&Q Kids Girls White Dial Analog Watch,70
4972,16792,Men,Yellow,Fall,2011,Casual,Highlander Men Check Yellow Shirt,67
4973,51055,Women,Teal,Summer,2017,Casual,Enamor Teal Premium Bra PB04,128
4974,6217,Women,Pink,Summer,2011,Casual,UCB Women's Graphic Print Pink Top,49
4975,50187,Women,Orange,Summer,2012,Casual,Paridhan Women Orange Handbag,119
4976,17640,Unisex,Black,Fall,2013,Sports,Puma Unisex Cat Black Headband,112
4977,48944,Men,Steel,Summer,2013,Casual,Revv Men Steel Ring,54
4978,23475,Men,Black,Winter,2015,Casual,Lino Perros Men Black Check Scarf,62
4979,3765,Men,Yellow,Summer,2011,Casual,Status Quo Men's Unplugged Yellow T-shirt,40
4980,26107,Men,Blue,Summer,2012,Formal,John Miller Men Striped Blue Shirt,67
4981,54527,Men,Black,Fall,2012,Casual,F Sports Men Black Charger Shoes,3
4982,43590,Girls,Blue,Summer,2012,Casual,Gini and Jony Girls Polo Striped Blue T-shirt,40
4983,48178,Women,Teal,Winter,2016,Casual,Fossil Women Teal Handbag,119
4984,40315,Unisex,White,Summer,2012,Casual,ADIDAS Unisex White Shoes,26
4985,10465,Men,Purple,Fall,2011,Casual,Flying Machine Men Paisley Purple Tshirts,40
4986,56270,Women,Black,Summer,2017,Casual,Biara Black Every Day Support Bra,128
4987,25782,Men,Black,Summer,2012,Formal,Arrow Men Black & White Suspenders,10
4988,53702,Women,Brown,Summer,2012,Casual,Kiara Women Brown Handbags,119
4989,5492,Men,Blue,Summer,2011,Casual,Mr.Men Men's Cool Indigo T-shirt,40
4990,37247,Men,Black,Summer,2012,Casual,United Colors of Benetton Men Black Shoes,3
4991,4540,Men,White,Summer,2011,Casual,Classic Polo Men's White Polo T-shirt,40
4992,36395,Men,Blue,Summer,2016,Casual,Reid & Taylor Men Blue Socks,75
4993,59238,Men,Black,Winter,2016,Casual,Titan Men Black Watch,70
4994,15117,Men,Grey,Fall,2011,Formal,Arrow Men Solid Grey Trousers,86
4995,21322,Men,Brown,Winter,2016,Casual,Louis Philippe Men Sunglasses LP045-C3,113
4996,24462,Men,Blue,Fall,2011,Casual,ADIDAS Men Blue Adi Cliff Flip Flop,81
4997,37849,Men,Black,Summer,2012,Casual,Hidekraft Men Black Card Holder,170
4998,57190,Women,Pink,Summer,2012,Casual,Elle Women Pink Tunic,148
4999,40127,Girls,Black,Summer,2012,Casual,Gini and Jony Girls Roseatte Black Dress,166
5000,32507,Men,Black,Winter,2015,Casual,Franco Leone Men Black Sandals,157
5001,56042,Women,Purple,Spring,2017,Casual,Colorbar Plum Dressing Lipstick 09,98
5002,11785,Women,Black,Summer,2011,Casual,Lee Women Solid Black Tshirts,40
5003,44587,Men,Blue,Summer,2017,Casual,Lee Men Blue Rack Jeans,18
5004,37075,Women,Blue,Summer,2012,Casual,Lino Perros Women Blue Handbag,119
5005,53530,Women,Black,Winter,2015,Casual,Amante Women Black Bikini Briefs PCLR02,21
5006,15325,Men,Blue,Fall,2011,Sports,Nike Men Printed Blue Tshirts,40
5007,21110,Men,Charcoal,Fall,2011,Casual,s.Oliver Men Solid Charcoal Sweater,155
5008,4772,Women,Green,Summer,2011,Sports,ADIDAS Women's Blue Polo T-shirt,40
5009,22795,Men,White,Fall,2011,Casual,Manchester United Men White Tshirt,40
5010,51267,Men,Brown,Summer,2012,Casual,Parx Men Brown Belt,9
5011,8983,Men,Black,Fall,2011,Casual,Puma Men Evo Ducati Lo Black Casual Shoes,3
5012,23647,Men,Green,Summer,2012,Casual,Disney Men Green Printed T-shirt,40
5013,6025,Women,Blue,Summer,2011,Casual,UCB Women's Epaulettes Sleeve Blue T-shirt,40
5014,47302,Women,Brown,Summer,2012,Casual,Baggit Women Brown Purse,50
5015,26335,Women,White,Winter,2016,Casual,DKNY Women White Dial Watch NY8011,70
5016,12100,Women,Multi,Fall,2011,Ethnic,W Women Multi Colour Printed Kurta,87
5017,42670,Women,Black,Summer,2012,Ethnic,Alma Women Black Kurta,87
5018,49298,Women,Pink,Summer,2016,Casual,Arrow Women Pack Of 5 Socks,75
5019,31382,Men,White,Summer,2012,Casual,Locomotive Men Printed White T-shirt,40
5020,3557,Men,Black,Winter,2015,Casual,Skechers Men Black Lifestyle Casual Shoes,3
5021,30250,Men,Yellow,Summer,2013,Casual,Numero Uno Men Yellow Flip Flops,81
5022,2485,Women,Purple,Fall,2010,Sports,Puma Women Purple Blouson Top,40
5023,6819,Women,Red,Summer,2011,Casual,Timberland Women's Estela Umbrella Red Flip Flop,81
5024,54715,Women,Beige,Fall,2012,Ethnic,Shree Women Beige & Red Salwar Suit with Dupatta,109
5025,49862,Unisex,Red,Winter,2016,Casual,Q&Q Kids Unisex Red Digital Watch,70
5026,22553,Unisex,Red,Spring,2017,Casual,Reebok Unisex Reezoom Deo,154
5027,16766,Women,Green,Winter,2015,Casual,Spice Art Women Leatherette  Green Handbags,119
5028,31978,Men,Grey,Summer,2012,Sports,Nike Men Lunarswift +3 Grey Sports Shoes,26
5029,46016,Women,White,Summer,2012,Ethnic,Fabindia Women White Printed Kurta,87
5030,7331,Men,Brown,Winter,2018,Formal,Red Tape Men's Formal Light Brown Shoe,23
5031,34436,Women,White,Summer,2012,Casual,Myntra Women Dont Think White T-shirt,40
5032,50173,Women,Multi,Winter,2012,Casual,Rocia Women Multi Coloured Ballerina,83
5033,23481,Men,Purple,Summer,2012,Casual,Arrow Men Purple Check Scarf,62
5034,28069,Men,Grey,Winter,2016,Casual,Jockey ELANCE Men Assorted Trunks 1015,106
5035,8379,Girls,Green,Fall,2011,Casual,Doodle Girl's Princess Lime Green Top,40
5036,3791,Men,Blue,Summer,2011,Casual,Basics Men Blue & Yellow White Striped Polo T-shirt,40
5037,31144,Boys,Pink,Summer,2012,Casual,Gini and Jony Boys Printed Pink T-shirt,40
5038,13214,Men,White,Fall,2011,Sports,ASICS Men Gel 1160 Running White Sports Shoes,26
5039,27021,Women,Blue,Summer,2012,Casual,Jealous 21 Women Blue Jeans,18
5040,30096,Men,Black,Winter,2016,Casual,Ed Hardy Men Black Dial Watch,70
5041,28855,Men,Grey,Summer,2013,Casual,Proline Men Grey T-shirt,40
5042,43564,Women,Pink,Summer,2012,Casual,Puma Women Pack of 3 Socks,75
5043,57356,Women,Black,Winter,2015,Casual,Amante Black Full-Coverage Lace Bra BGSM03,128
5044,10491,Women,White,Fall,2011,Casual,Flying Machine Women HS White Tshirts,40
5045,11543,Women,Grey,Summer,2011,Ethnic,W Women Solid Grey Kurtas,87
5046,56284,Women,White,Summer,2017,Casual,Biara White Everyday Support Bra,128
5047,25776,Men,Black,Summer,2012,Formal,Lino Perros Men Black Suspenders,10
5048,39329,Girls,Green,Summer,2012,Casual,Gini and Jony Girls Green Shorts,47
5049,41233,Men,White,Summer,2012,Sports,Puma Men White Aquil Sports Shoes,26
5050,20204,Men,Grey,Fall,2011,Casual,Wrangler Men Flock Print Grey Sweatshirt,16
5051,14031,Women,Black,Fall,2011,Casual,Nike Women Printed Black Tshirts,40
5052,44741,Men,White,Summer,2012,Casual,Globalite Men White Terra Shoes,3
5053,5466,Unisex,White,Summer,2011,Sports,Nike Unisex Elite White Shoe,26
5054,36361,Men,Black,Summer,2012,Formal,Reid & Taylor Men Black Tie,132
5055,45693,Women,Green,Spring,2017,Casual,TOUS Women Leau Eau De Toilette 90 ml,38
5056,24496,Women,Red,Fall,2011,Ethnic,Mother Earth Women Red Printed Kurta,87
5057,57164,Women,Black,Summer,2012,Casual,Elle Women Black T-shirt,40
5058,58910,Men,Blue,Summer,2012,Casual,Hakashi Men Blue Silk Tie,132
5059,33421,Women,Purple,Summer,2012,Casual,Baggit Women Sprinkle Taj Purple Wallet,170
5060,41001,Girls,Blue,Summer,2012,Casual,Gini and Jony  Girls Woven Blue Shorts,47
5061,11771,Men,Maroon,Fall,2011,Casual,Lee Men Printed Maroon Tshirts,40
5062,25544,Women,Navy Blue,Summer,2012,Casual,Wrangler Women Sunrise Navy Blue T-shirt,40
5063,44573,Men,Brown,Summer,2012,Casual,Coolers Men Brown Sandals,157
5064,37081,Women,Brown,Summer,2012,Casual,Lino Perros Women Brown Handbag,119
5065,57958,Women,Green,Summer,2012,Ethnic,Prafful Green Printed Sari,20
5066,5654,Men,White,Summer,2011,Sports,Reebok Men's Winning Stride White Shoe,26
5067,20036,Women,Black,Fall,2011,Casual,United Colors of Benetton Women Solid Black Tights,141
5068,39927,Unisex,Blue,Winter,2012,Casual,Tortoise Unisex Blue Tablet Sleeve,25
5069,52416,Women,Purple,Winter,2015,Casual,Red Rose Women Purple Pyjama Set,146
5070,4786,Men,Black,Summer,2011,Sports,ADIDAS Men's Cr_Aess 3s Hsj Black White Short,47
5071,7103,Unisex,Grey,Winter,2015,Casual,Wildcraft Unisex Grey Backpack,64
5072,22761,Women,Red,Fall,2011,Ethnic,BIBA Women Printed Red Kurta,87
5073,8977,Women,Black,Fall,2011,Casual,Puma Women Saba Ballet DC3 Black Casual Shoes,3
5074,16554,Men,Grey,Fall,2011,Casual,Basics Men Grey Printed T-shirt,40
5075,50341,Women,Rust,Summer,2012,Ethnic,Aurelia Women Rust Kurta,87
5076,34604,Men,Grey,Summer,2016,Casual,Hanes Men Grey Boxer Brief,21
5077,55633,Women,Gold,Winter,2015,Casual,Catwalk Women Golden Heels,65
5078,42684,Women,White,Summer,2012,Ethnic,Alma Women White Printed Kurta,87
5079,9099,Men,Blue,Fall,2011,Sports,ADIDAS Men Cfc H Sho Blue Shorts,47
5080,43756,Women,Gold,Summer,2012,Ethnic,Royal Diadem Set of 2 Golden Bangles,8
5081,13026,Women,Gold,Winter,2012,Casual,Inc 5 Women Casual Gold Heels,65
5082,27213,Men,Blue,Summer,2012,Casual,Doodle Kids Boy Check Blue Shirt,67
5083,32197,Men,Olive,Summer,2012,Ethnic,Fabindia Men Printed Olive Kurta,87
5084,11315,Women,Blue,Fall,2011,Casual,United Colors of Benetton Women Washed Blue Jeans,18
5085,25120,Women,Black,Winter,2015,Casual,Lino Perros Women Beaded Black Clutch,50
5086,57500,Men,Brown,Summer,2012,Casual,Lee Cooper Men Brown Sandals,157
5087,33045,Women,Multi,Summer,2012,Ethnic,Mother Earth Women Printed Multi Coloured Kurta,87
5088,52072,Men,Blue,Summer,2012,Casual,Myntra Men Blue T-shirt,40
5089,21580,Boys,Blue,Summer,2011,Casual,Chhota Bheem Kids-Boys Printed Pale Blue Tshirt,40
5090,36537,Women,Grey,Summer,2012,Casual,United Colors of Benetton Women Grey Wallet,170
5091,44117,Men,Black,Spring,2017,Casual,Hugo Men Just Different 100 ml Perfume,38
5092,5230,Men,Black,Summer,2011,Casual,Classic Polo Men's Cari Black Polo T-shirt,40
5093,20452,Women,Green,Winter,2015,Casual,Baggit Women Dungi Hoor Green Handbag,119
5094,14667,Men,White,Fall,2011,Casual,Basics Men White Slim Fit Checked Shirt,67
5095,33879,Men,Black,Winter,2016,Casual,Citizen Men Black Dial Watch,70
5096,58548,Women,Brown,Spring,2013,Casual,Miami Blues Women Sunglasses,140
5097,50725,Men,Black,Winter,2018,Formal,Red Chief Men Black Formal Shoes,23
5098,34260,Boys,Red,Summer,2012,Casual,Gini and Jony Boys Printed Red T-shirt,40
5099,18896,Women,Cream,Fall,2011,Casual,Arrow Woman Solid Cream Dress,166
5100,19944,Unisex,Blue,Fall,2011,Casual,Nike Unisex Cheyenne Blue Backpack,64
5101,7567,Men,Orange,Summer,2011,Sports,Nike Men's As Sublimated Orange T-shirt,40
5102,22305,Women,White,Winter,2012,Casual,Inc. 5 Women Casual White Heels,65
5103,16130,Women,Pink,Fall,2011,Casual,Tokyo Talkies Women Printed Pink Top,49
5104,2015,Men,Black,Fall,2010,Casual,ADIDAS Mens Classic Collar Black Polo T-shirt,40
5105,43332,Women,Grey,Summer,2012,Casual,United Colors of Benetton Women Grey Tunic,148
5106,54385,Women,Yellow,Summer,2012,Casual,Baggit Women Yellow Sling Bag,119
5107,13442,Women,White,Summer,2011,Casual,United Colors of Benetton Women Solid White Tops,49
5108,27677,Women,Blue,Winter,2015,Casual,Murcia Women Blue Handbag,119
5109,12590,Unisex,White,Fall,2011,Casual,Tantra Unisex Printed White Tshirts,40
5110,55257,Women,Grey,Spring,2017,Casual,Lakme Absolute Forever Silk Grey Matter Eyeliner,51
5111,49608,Women,Red,Winter,2015,Casual,Catwalk Women Red Shoes,3
5112,31712,Women,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,143
5113,34052,Boys,Yellow,Summer,2012,Casual,Gini and Jony Boys Yellow 3/4 Length Pants,61
5114,6687,Women,White,Summer,2011,Casual,UCB Women's Basic Round Neck White T-shirt,40
5115,22137,Men,Brown,Fall,2012,Formal,Provogue Men Brown Formal Shoes,23
5116,46472,Men,Brown,Winter,2016,Casual,Timex Men Brown Watch,70
5117,55859,Women,Pink,Spring,2017,Casual,Colorbar Pro Baby Nail Lacquer 011,90
5118,35180,Unisex,Grey,Spring,2013,Casual,Wildcraft Unisex Grey Backpack,64
5119,7755,Men,Purple,Fall,2011,Casual,Indigo Nation Men Indigo Purple Black Silver T-shirt,40
5120,13670,Unisex,Gold,Fall,2011,Casual,Puma Unisex Liga XL Football,135
5121,18298,Women,Multi,Fall,2011,Ethnic,Aneri Women Multi Printed Kurta,87
5122,27445,Women,Coffee Brown,Winter,2015,Casual,Jockey Women Coffee Brown T-shirt,40
5123,2227,Men,Grey,Fall,2010,Sports,Puma Men Gypsy Grey Sandal,157
5124,43100,Men,Black,Spring,2017,Casual,Reebok Men Pack of 3 Deos,154
5125,26597,Men,Black,Summer,2012,Sports,Puma Men Faas 300 Black Sports Shoes,26
5126,55065,Women,Pink,Spring,2017,Casual,Lakme Enrich Satins Lipstick 128,98
5127,25312,Men,Black,Summer,2017,Casual,Casio Outdoor Men Black Analogue-Digital Watches (AD164) SGW-400H-1BVDR,70
5128,40785,Men,White,Summer,2012,Casual,Quiksilver Men White Flip Flops,81
5129,33277,Boys,Blue,Summer,2012,Casual,Gini and Jony Boys Washed Blue Jeans,18
5130,57732,Women,Cream,Spring,2017,NA,Lotus Herbals Vanilla Lip Balm,32
5131,36705,Men,Blue,Spring,2017,Casual,Burberry Men Weekend Perfume,38
5132,15587,Men,Pink,Fall,2011,Casual,Spykar Men Stripes Pink Shirts,67
5133,53392,Women,Cream,Summer,2012,Ethnic,Aurelia Women Cream Printed Kurti,115
5134,5002,Women,Pink,Summer,2011,Casual,Gini and Jony Girl's Jolene Pink Kidswear,47
5135,12903,Men,Green,Fall,2011,Casual,Puma Men Whirlwind Classic Green Casual Shoes,3
5136,51258,Men,Black,Winter,2012,Formal,Park Avenue Men Black & Brown Reversible Belt,9
5137,28290,Men,Blue,Winter,2016,Casual,Fastrack Men Sunglasses,113
5138,8180,Men,Green,Summer,2011,Casual,Locomotive Men Check Ladd Green Shirts,67
5139,3568,Women,Black,Summer,2011,Casual,ADIDAS Women Black Training T-shirt,40
5140,48375,Men,Black,Summer,2012,Casual,French Connection Men Black & Grey Shirt,67
5141,9052,Men,White,Fall,2011,Sports,ADIDAS Men Duramo 3 M White Sports Shoes,26
5142,6826,Men,Grey,Summer,2011,Casual,Timberland Men Nekkol Grey Black Floater,157
5143,18405,Men,Brown,Summer,2012,Casual,Skechers Men USA Brown Shoe,3
5144,37876,Men,Brown,Summer,2012,Casual,Hidekraft Men Brown leather Wallet,170
5145,40118,Men,Black,Summer,2012,Casual,ADIDAS Men Red T-shirt,40
5146,21913,Women,Red,Fall,2011,Ethnic,BIBA Women Printed Red Kurta,87
5147,32538,Men,Blue,Spring,2017,Casual,Playboy Men Ibiza Perfume,38
5148,57993,Women,Beige,Fall,2012,Casual,Latin Quarters Women Beige Dress,166
5149,40924,Boys,Blue,Summer,2012,Casual,Gini and Jony Boys Jeans Blue Jeans,18
5150,59035,Women,Metallic,Winter,2012,Casual,Carlton London Women Black Heels,65
5151,38230,Women,Brown,Winter,2016,Casual,Polaroid Women Sunglasses,113
5152,11588,Women,Green,Summer,2011,Ethnic,W Women Printed Green Kurtis,115
5153,15914,Men,Grey,Fall,2011,Formal,Black Coffee Men Striped Grey Slim Fit Shirt,67
5154,1831,Men,Black,Fall,2010,Sports,Nike Men's Air Impetus Shoe,26
5155,37278,Women,Navy Blue,Summer,2012,Casual,Tantra Women Navy Blue Curly Heart T-shirt,40
5156,45658,Men,White,Summer,2016,Casual,Park Avenue Men White Boxer Briefs,21
5157,15128,Men,Cream,Winter,2014,Formal,Arrow  Men Solid Cream Trousers,86
5158,22598,Women,Purple,Fall,2011,Sports,Nike Women Purple T-shirt,40
5159,29170,Women,Blue,Summer,2012,Casual,United Colors of Benetton Women Blue T-shirt,40
5160,26904,Women,Lavender,Summer,2012,Casual,Jealous 21 Women Lavender Top,49
5161,6228,Women,Pink,Summer,2011,Casual,UCB Women's Basic Round Pink T-shirt,40
5162,30861,Women,Mustard,Summer,2012,Ethnic,Fabindia Women Mustard Kurta,87
5163,49095,Women,Skin,Spring,2017,Casual,Deborah Ultra Fine Compact Powder 02,1
5164,26138,Men,Black,Summer,2012,Formal,John Miller Men Black Trousers,86
5165,18637,Men,Navy Blue,Fall,2011,Sports,Puma Men V.11 Speed Midnight Navy Tshirts,40
5166,54518,Men,White,Fall,2012,Sports,F Sports Men White Velocity Sports Shoes,26
5167,48147,Women,Brown,Winter,2016,Casual,Fossil Women Brown Wallet,170
5168,50984,Women,Pink,Summer,2017,Casual,Enamor Women Cameo Rose Coloured Briefs,21
5169,9260,Men,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,67
5170,2688,Women,Green,Summer,2011,Casual,Inkfruit Women's Confession Green T-shirt,40
5171,4927,Women,Green,Summer,2011,Casual,Gini and Jony Girl's Venice Green Blue Kidswear,49
5172,39786,Men,Blue,Summer,2012,Formal,Peter England Men Blue Formal Shirt,67
5173,38654,Men,White,Fall,2012,Sports,Nike Men Ballista White Sports Shoes,26
5174,59663,Women,Green,Fall,2012,Ethnic,FNF Green Printed Evening Wear Sari,20
5175,10802,Men,Blue,Fall,2011,Casual,Wrangler Men Dodge Broad Accent Check Blue Shirt,67
5176,34099,Boys,White,Summer,2012,Casual,Doodle Boys Printed White T-shirt,40
5177,54940,Women,Burgundy,Summer,2012,Casual,Do u speak green Women Burgundy T-shirt,40
5178,42825,Women,Yellow,Summer,2012,Casual,Little Miss Intimates Women Yellow Brief,21
5179,29514,Women,White,Winter,2016,Casual,Playboy Women White Dial Watch,70
5180,55892,Women,Lavender,Spring,2017,Casual,Colorbar Exclusive Nail Lacquer 03,90
5181,23812,Men,Black,Summer,2012,Casual,Puma Men Jiff Black Flip Flops,81
5182,48523,Women,Magenta,Winter,2011,Casual,French Connection Women Magenta Playsuit,78
5183,9604,Men,White,Fall,2011,Formal,Scullers Men Scul White Black Shirts,67
5184,42019,Men,Black,Summer,2012,Casual,ADIDAS Men Black Pural Desman Shoes,3
5185,12769,Women,Red,Fall,2011,Ethnic,Mother Earth Women Checks Red Shirts,49
5186,17029,Men,Black,Spring,2013,Casual,GAS Men Black Pine Flip Flops,81
5187,3930,Women,Green,Summer,2011,Casual,Jealous 21 Women's Green Owl T-shirt,40
5188,29726,Women,Teal,Summer,2012,Casual,Kiara Women Teal Handbag,119
5189,17815,Men,Black,Fall,2011,Casual,Lee Cooper Men  Black Sandal,157
5190,9436,Unisex,Black,Fall,2011,Casual,Nike Unisex Rafa Bull Log Black Caps,93
5191,13489,Men,Navy Blue,Fall,2011,Casual,FIFA Men Printed Navy Blue T-shirts,40
5192,52885,Women,Purple,Fall,2012,Ethnic,FNF Orange & Purple Sari,20
5193,45832,Women,White,Summer,2012,Ethnic,Vishudh Women White Kurta,87
5194,56419,Women,Pink,Winter,2015,Casual,Biara Women Pink Bra,128
5195,24039,Men,Black,Summer,2012,Casual,Locomotive Men Black Printed T-shirt,40
5196,38466,Women,Red,Summer,2012,Casual,Baggit Women Red Mobile Pouch,163
5197,59451,Men,Blue,Fall,2012,Casual,Arrow Sport Men Blue Slim Fit Shirt,67
5198,4329,Unisex,Orange,Summer,2011,Casual,Tantra Kid's Unisex Feeding Me Orange Kidswear,40
5199,24805,Men,Black,Spring,2007,Sports,Decathlon Men Black F300 Sports Shoes,26
5200,20499,Women,Beige,Winter,2016,Casual,Baggit Women Jhuti Beige Handbag,119
5201,11118,Men,White,Fall,2011,Formal,Indigo Nation Men Solid White Shirts,67
5202,41668,Women,Silver,Winter,2012,Casual,Catwalk Women Silver Heels,65
5203,33248,Men,White,Summer,2012,Formal,Arrow Men White Striped Shirt,67
5204,5801,Men,Blue,Summer,2011,Casual,ADIDAS Men's Bubble Dark Blue T-shirt,40
5205,11924,Men,Black,Summer,2013,Formal,Franco Leone Men Black Formal Shoes,23
5206,59697,Women,Black,Summer,2014,Casual,Avirate Black Fitted Camisoles,39
5207,58745,Men,White,Fall,2014,Casual,Fila Men White Ankle Dig Logo-H Socks,75
5208,28432,Women,White,Winter,2016,Casual,DKNY Women White Dial Chronograph Watch NY8315,70
5209,50528,Men,White,Summer,2016,Casual,Chromozome Men White Pack of 2 Briefs,21
5210,55866,Women,Blue,Spring,2017,Casual,Colorbar Turquoise Nail Lacquer 88,90
5211,34851,Men,Charcoal,Summer,2012,Casual,Vans Men Bedford Charcoal Shoes,3
5212,54188,Men,Blue,Summer,2016,Casual,Jockey MC Men Blue Pack of 2 Briefs 8003,21
5213,2218,Men,Black,Fall,2010,Casual,Puma Men F1 Black Sandal,157
5214,8722,Men,Green,Fall,2011,Casual,Indigo Nation Men Stripes Green Shirts,67
5215,22934,Women,Black,Winter,2016,Casual,Fastrack Women Black Casual Watch,70
5216,35983,Women,Red,Summer,2012,Casual,Flying Machine Women Poopy Red T-shirt,40
5217,28600,Men,Black,Summer,2012,Sports,Fila Men Torando Black Sports Shoes,26
5218,7558,Men,Grey,Summer,2011,Sports,Nike Men's Sublimated Dark Grey T-shirt,40
5219,27648,Men,Black,Summer,2012,Casual,Superman Men Printed Black T-shirt,40
